,ProdTaken,Age,CityTier,Gender,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisited,MonthlyIncome,NumberofAdultVisited,TypeofContact_Company Invited,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_AVP,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
964,0,34.0,3,0,3.0,5.0,2.0,0,1,1,2.0,21125.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
965,0,33.0,1,1,3.0,3.0,4.0,0,5,1,2.0,18669.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
966,1,58.0,1,0,4.0,5.0,1.0,1,4,1,0.0,25008.0,2.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
967,0,40.0,1,1,3.0,4.0,4.0,0,1,1,1.0,17387.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
968,0,36.0,3,0,1.0,5.0,3.0,0,1,1,0.0,19639.0,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
969,0,48.0,1,1,3.0,3.0,2.0,0,5,1,1.0,22898.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
970,0,27.0,3,0,1.0,3.0,1.0,0,3,1,1.0,17534.0,2.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
971,0,51.0,1,0,4.0,4.0,4.0,0,1,0,1.0,28142.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
972,0,18.0,1,0,3.0,3.0,2.0,0,5,1,1.0,16611.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
973,0,35.0,1,0,4.0,3.0,1.0,0,1,1,1.0,20363.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
974,0,27.0,3,1,5.0,3.0,4.0,0,4,1,1.0,20071.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
975,1,55.0,3,1,1.0,3.0,7.0,1,3,1,1.0,28695.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
976,0,56.0,1,1,3.0,4.0,5.0,1,4,1,2.0,28402.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
977,0,34.0,1,0,4.0,3.0,2.0,0,1,1,0.0,17029.0,3.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
978,0,40.0,1,0,1.0,3.0,6.0,0,3,1,0.0,21377.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
979,0,34.0,1,1,3.0,3.0,5.0,0,3,0,0.0,20429.0,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
980,1,31.0,3,0,4.0,3.0,1.0,0,5,0,1.0,17785.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
981,1,35.0,3,0,3.0,3.0,1.0,1,5,1,2.0,19614.0,1.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
982,0,38.0,1,1,1.0,3.0,2.0,0,3,0,0.0,17610.0,2.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
983,0,34.0,1,0,3.0,3.0,2.0,0,5,1,1.0,21687.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
984,0,28.0,3,1,4.0,5.0,2.0,0,4,1,0.0,19724.0,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
985,1,31.0,1,1,3.0,3.0,2.0,1,5,1,0.0,21179.0,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
986,0,39.0,3,1,4.0,3.0,4.0,1,1,0,1.0,21120.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
987,0,51.0,3,1,3.0,4.0,3.0,0,4,0,0.0,25596.0,2.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
988,0,41.0,1,0,3.0,3.0,4.0,1,5,0,0.0,20467.0,3.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
989,0,37.0,1,1,3.0,3.0,1.0,1,5,1,1.0,17996.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
990,0,33.0,3,1,3.0,3.0,7.0,0,1,1,2.0,24998.0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
991,0,37.0,3,1,3.0,4.0,1.0,1,1,0,1.0,22643.15762925599,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
992,0,39.0,1,1,3.0,3.0,4.0,0,1,0,0.0,25920.0,3.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
993,0,25.0,3,1,1.0,3.0,3.0,0,1,0,0.0,21232.0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
994,0,52.0,1,0,1.0,3.0,3.0,1,4,0,0.0,28247.0,2.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
995,0,37.0,1,0,4.0,3.0,2.0,1,4,1,1.0,22643.15762925599,2.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
996,0,27.0,3,0,4.0,3.0,2.0,1,3,1,2.0,20769.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
997,1,27.0,1,0,3.0,3.0,2.0,1,5,1,0.0,17394.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
998,0,33.0,1,1,4.0,3.0,1.0,0,3,0,0.0,19939.92250712251,2.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
999,0,42.0,2,0,3.0,5.0,1.0,0,3,0,1.0,31799.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1000,0,52.0,1,0,3.0,5.0,1.0,0,1,1,1.0,17950.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1001,0,33.0,1,0,3.0,3.0,5.0,0,3,0,1.0,18629.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1002,0,35.0,1,1,3.0,3.0,3.0,0,3,0,0.0,24362.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1003,0,25.0,1,1,3.0,3.0,5.0,0,5,1,1.0,18229.0,1.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1004,0,33.0,1,1,1.0,5.0,1.0,0,1,1,0.0,18578.0,3.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1005,0,29.0,2,1,4.0,5.0,2.0,0,3,0,0.0,22988.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1006,1,49.0,1,1,4.0,5.0,4.0,0,3,0,1.0,22643.15762925599,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1007,1,29.0,1,0,3.0,3.0,1.0,1,5,1,0.0,22553.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1008,0,54.0,1,0,3.0,3.0,7.0,0,4,1,1.0,32328.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1010,0,55.0,1,1,1.0,3.0,3.0,0,5,1,0.0,29732.0,2.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1011,0,36.0,3,0,3.0,4.0,4.0,1,4,0,1.0,24278.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1012,1,31.0,3,0,5.0,3.0,2.0,0,3,1,1.0,16359.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1013,0,30.0,3,0,3.0,5.0,1.0,0,3,1,0.0,19779.0,3.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1014,0,31.0,1,0,3.0,4.0,4.0,0,1,1,0.0,31422.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1015,0,34.0,1,1,3.0,5.0,6.0,0,1,1,2.0,17996.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1016,1,31.0,1,0,4.0,4.0,2.0,0,4,0,1.0,16261.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1017,0,27.0,1,1,3.0,5.0,1.0,0,5,1,2.0,17099.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1018,0,36.0,1,1,4.0,3.0,2.0,0,5,1,1.0,20810.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1019,0,36.0,3,0,4.0,5.0,5.0,0,5,1,0.0,20647.0,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1020,0,33.0,1,1,3.0,3.0,1.0,0,3,1,0.0,18420.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1021,1,25.0,3,1,4.0,5.0,4.0,0,1,1,0.0,19939.92250712251,3.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1022,0,33.0,1,1,1.0,3.0,1.0,0,5,1,0.0,18500.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1023,0,56.0,1,0,3.0,5.0,3.0,0,5,1,1.0,17066.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1024,0,47.0,1,0,3.0,3.0,4.0,0,5,1,0.0,32169.0,2.0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1025,0,37.0,3,0,3.0,3.0,2.0,1,5,1,0.0,22643.15762925599,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1026,0,32.0,3,1,3.0,3.0,5.0,0,5,1,1.0,24204.0,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1027,0,34.0,1,0,4.0,4.0,6.0,0,1,1,1.0,18294.0,1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1028,0,41.0,1,1,1.0,3.0,3.0,1,1,1,1.0,17127.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1029,0,37.0,1,1,3.0,3.0,4.0,0,3,1,0.0,22643.15762925599,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1030,0,31.0,3,1,3.0,3.0,2.0,0,3,1,0.0,25793.0,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1031,1,46.0,3,1,3.0,3.0,5.0,0,3,0,1.0,25096.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1032,1,33.0,1,0,4.0,5.0,3.0,1,3,0,0.0,18646.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1033,1,31.0,1,0,1.0,4.0,2.0,0,3,1,2.0,22446.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1034,0,45.0,1,1,5.0,5.0,3.0,1,3,0,0.0,25851.0,3.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1035,0,31.0,2,0,1.0,4.0,1.0,0,1,0,2.0,17109.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1036,1,33.0,1,1,3.0,3.0,7.0,1,3,1,1.0,19939.92250712251,2.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1037,0,45.0,1,1,3.0,3.0,5.0,1,5,1,0.0,24380.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1038,0,48.0,3,1,3.0,5.0,5.0,0,4,1,1.0,20486.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1039,1,34.0,2,0,3.0,3.0,2.0,0,1,1,0.0,17742.0,2.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1040,0,40.0,1,1,4.0,4.0,3.0,0,1,1,1.0,28757.0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1041,0,28.0,3,1,3.0,5.0,1.0,0,1,1,0.0,23463.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1042,0,44.0,1,1,4.0,3.0,4.0,0,1,0,1.0,18162.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1043,0,53.0,1,1,1.0,4.0,5.0,0,1,1,0.0,31598.0,2.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1044,0,49.0,1,1,3.0,3.0,3.0,0,3,0,0.0,21651.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1045,0,40.0,1,1,3.0,3.0,3.0,0,1,0,0.0,17345.0,3.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1046,0,33.0,1,1,3.0,4.0,2.0,0,5,1,1.0,18420.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1047,0,33.0,3,1,3.0,5.0,1.0,0,3,0,0.0,22643.15762925599,2.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1048,0,34.0,3,1,5.0,5.0,4.0,0,5,1,1.0,19759.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1049,0,30.0,3,1,3.0,3.0,1.0,0,3,0,2.0,20301.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1050,0,33.0,1,0,3.0,3.0,2.0,0,4,1,1.0,18673.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1051,0,44.0,3,0,3.0,3.0,1.0,0,4,1,1.0,19768.0,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1052,0,30.0,1,1,3.0,3.0,2.0,0,5,0,0.0,16274.0,3.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1053,0,57.0,1,1,1.0,3.0,1.0,0,3,1,2.0,19900.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1054,0,49.0,1,1,3.0,4.0,4.0,0,4,0,1.0,25466.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1055,0,34.0,1,1,3.0,5.0,1.0,0,4,1,2.0,32007.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1056,1,28.0,3,1,3.0,3.0,4.0,0,3,1,0.0,17909.0,3.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1057,1,29.0,3,0,3.0,4.0,6.0,0,3,0,1.0,20765.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1058,1,34.0,3,0,4.0,4.0,1.0,1,5,1,0.0,19599.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1059,0,35.0,3,1,3.0,3.0,2.0,0,3,1,0.0,17404.0,3.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1060,1,24.0,1,1,3.0,5.0,3.0,1,3,0,1.0,18172.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1061,0,24.0,3,0,3.0,4.0,2.0,0,1,0,0.0,17033.0,3.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1062,0,44.0,1,1,3.0,3.0,6.0,1,1,0,1.0,25209.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1063,0,29.0,3,1,4.0,3.0,2.0,0,4,1,0.0,23620.0,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1064,0,30.0,2,1,3.0,3.0,1.0,0,1,0,1.0,17064.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1065,0,37.0,1,1,3.0,3.0,1.0,1,4,0,0.0,22643.15762925599,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1066,0,33.0,1,0,4.0,4.0,1.0,0,1,0,0.0,19939.92250712251,2.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1067,0,47.0,3,0,3.0,3.0,4.0,1,5,1,0.0,19591.0,3.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1068,1,28.0,1,1,4.0,5.0,1.0,0,4,0,0.0,17561.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1069,0,28.0,1,1,4.0,3.0,2.0,0,4,0,1.0,16563.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1070,0,28.0,3,1,3.0,5.0,1.0,0,3,1,1.0,19898.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1071,0,49.0,1,0,4.0,5.0,5.0,0,3,1,1.0,19789.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1072,0,29.0,1,0,3.0,4.0,1.0,0,5,0,2.0,18180.0,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1073,0,28.0,1,1,5.0,4.0,2.0,0,1,1,2.0,21549.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1074,0,33.0,1,1,3.0,3.0,3.0,1,3,0,2.0,21388.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1075,0,32.0,1,1,3.0,3.0,3.0,0,1,0,0.0,26244.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1076,0,54.0,1,0,3.0,3.0,4.0,0,3,1,0.0,31032.0,2.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1077,1,29.0,1,1,4.0,5.0,7.0,0,3,0,2.0,17362.0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1078,0,44.0,1,1,3.0,5.0,4.0,0,1,1,0.0,31328.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1079,0,39.0,1,0,3.0,4.0,5.0,0,3,0,1.0,23376.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1080,0,46.0,3,0,3.0,4.0,1.0,0,4,1,0.0,31606.0,2.0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
1081,0,35.0,1,0,4.0,4.0,2.0,0,1,1,2.0,23606.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1082,0,23.0,1,1,3.0,3.0,1.0,0,4,1,2.0,17272.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1083,1,40.0,1,1,3.0,5.0,4.0,0,1,1,1.0,17018.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1084,0,34.0,3,1,4.0,3.0,2.0,1,1,1,1.0,22083.0,2.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1085,1,33.0,1,0,3.0,3.0,2.0,0,4,1,1.0,19939.92250712251,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1086,0,50.0,1,1,5.0,3.0,2.0,1,1,1,1.0,29411.0,1.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1087,0,34.0,3,1,3.0,3.0,1.0,1,1,0,1.0,17308.0,1.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1088,0,42.0,1,1,4.0,4.0,5.0,0,1,1,2.0,19841.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1089,0,37.0,1,1,3.0,3.0,2.0,0,1,0,0.0,22643.15762925599,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1090,0,29.0,1,0,5.0,5.0,4.0,0,1,0,0.0,24715.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1091,0,33.0,1,1,4.0,4.0,2.0,0,1,0,1.0,22643.15762925599,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1092,0,45.0,1,1,3.0,3.0,5.0,0,3,1,2.0,17132.0,1.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1093,0,42.0,1,1,3.0,3.0,3.0,1,3,1,0.0,25124.0,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1094,0,40.0,3,1,3.0,5.0,1.0,0,3,1,1.0,20473.0,1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1095,0,33.0,1,1,3.0,3.0,2.0,1,1,1,0.0,20207.0,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1096,0,40.0,2,1,3.0,3.0,2.0,1,3,1,1.0,31437.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1097,0,24.0,1,1,4.0,5.0,1.0,0,3,0,0.0,17296.0,2.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1098,0,37.0,1,1,3.0,3.0,4.0,1,3,1,1.0,22643.15762925599,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1099,0,45.0,1,1,3.0,4.0,2.0,0,3,1,1.0,22441.0,2.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1100,0,35.0,3,0,4.0,3.0,1.0,0,4,1,2.0,17430.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1101,0,32.0,1,0,4.0,4.0,4.0,0,3,1,0.0,20878.0,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1102,0,36.0,3,1,3.0,3.0,4.0,1,3,0,0.0,17644.0,3.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1103,0,48.0,3,0,3.0,3.0,1.0,0,4,1,0.0,21439.0,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1104,0,29.0,1,1,1.0,3.0,7.0,0,5,1,0.0,17451.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1105,0,33.0,3,1,3.0,5.0,3.0,0,5,1,0.0,21392.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1106,1,30.0,3,1,4.0,5.0,2.0,0,4,1,1.0,24714.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1107,0,38.0,2,1,3.0,3.0,4.0,0,3,0,2.0,21077.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1108,0,35.0,1,1,4.0,5.0,2.0,0,1,0,2.0,17450.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1109,0,30.0,3,1,3.0,4.0,4.0,0,4,0,1.0,24250.0,1.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1110,1,35.0,1,0,3.0,5.0,2.0,1,1,1,1.0,17074.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1111,1,53.0,1,0,4.0,3.0,1.0,0,5,1,2.0,25169.0,1.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1112,1,38.0,1,1,3.0,4.0,5.0,0,4,0,0.0,19855.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1113,0,37.0,1,1,3.0,5.0,5.0,0,4,1,2.0,22643.15762925599,1.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1114,0,48.0,1,0,3.0,5.0,1.0,0,1,1,0.0,17367.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1115,0,34.0,1,1,3.0,3.0,2.0,0,1,0,1.0,17972.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1116,0,55.0,3,1,4.0,3.0,2.0,0,3,1,1.0,34586.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1117,0,34.0,1,1,3.0,3.0,1.0,0,4,1,0.0,20484.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1118,0,26.0,1,0,3.0,3.0,2.0,0,3,1,1.0,17061.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1119,0,38.0,3,1,3.0,4.0,1.0,0,5,1,2.0,24924.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1120,0,37.0,3,0,3.0,4.0,3.0,0,1,0,0.0,22643.15762925599,2.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1121,0,36.0,3,0,3.0,3.0,7.0,0,1,1,1.0,21815.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1122,0,29.0,1,1,3.0,5.0,2.0,1,3,0,1.0,19723.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1123,0,35.0,1,0,3.0,3.0,4.0,1,1,1,0.0,21142.0,2.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1124,0,39.0,3,1,1.0,3.0,3.0,0,4,1,1.0,23237.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1125,0,29.0,1,1,3.0,3.0,2.0,0,3,0,0.0,23853.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1126,0,50.0,3,1,3.0,3.0,5.0,1,5,0,1.0,34331.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1127,0,23.0,1,1,1.0,3.0,3.0,0,1,1,0.0,17073.0,2.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1128,0,36.0,1,1,1.0,5.0,4.0,1,4,1,1.0,20562.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1129,0,42.0,1,1,4.0,3.0,1.0,0,1,1,1.0,34613.0,2.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1130,0,37.0,1,1,1.0,3.0,2.0,0,5,1,0.0,18407.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
